Wed Dec  8 01:20:54 EST 2021,inference-vgg13-dog2-job-0,job_config_inference-vgg13-dog2.yaml,4
Wed Dec  8 01:20:59 EST 2021,inference-resnet18-tigershark1-job-0,job_config_inference-resnet18-tigershark1.yaml,4
Wed Dec  8 01:21:03 EST 2021,inference-resnet152-hen1-job-0,job_config_inference-resnet152-hen1.yaml,3
Wed Dec  8 01:21:06 EST 2021,inference-densenet169-goose2-job-0,job_config_inference-densenet169-goose2.yaml,2
Wed Dec  8 01:21:09 EST 2021,inference-resnet34-dog2-job-0,job_config_inference-resnet34-dog2.yaml,3
Wed Dec  8 01:21:14 EST 2021,inference-densenet201-snail1-job-0,job_config_inference-densenet201-snail1.yaml,1
Wed Dec  8 01:21:16 EST 2021,inference-resnet18-tigershark3-job-0,job_config_inference-resnet18-tigershark3.yaml,0
Wed Dec  8 01:21:16 EST 2021,inference-resnet101-hen1-job-0,job_config_inference-resnet101-hen1.yaml,0
Wed Dec  8 01:21:16 EST 2021,inference-densenet121-cat4-job-0,job_config_inference-densenet121-cat4.yaml,5
Wed Dec  8 01:21:22 EST 2021,inference-resnet18-tigershark2-job-0,job_config_inference-resnet18-tigershark2.yaml,2
Wed Dec  8 01:21:24 EST 2021,single-node-resnet152-cifar10-epochs1-batchsize8-job-0,job_config_single-node-resnet152-cifar10-epochs1-batchsize8.yaml,2
Wed Dec  8 01:21:26 EST 2021,inference-densenet121-goose3-job-0,job_config_inference-densenet121-goose3.yaml,4
Wed Dec  8 01:21:31 EST 2021,inference-resnet152-snail3-job-0,job_config_inference-resnet152-snail3.yaml,4
Wed Dec  8 01:21:35 EST 2021,inference-resnet101-snail4-job-0,job_config_inference-resnet101-snail4.yaml,2
Wed Dec  8 01:21:37 EST 2021,inference-densenet121-goose1-job-0,job_config_inference-densenet121-goose1.yaml,2
Wed Dec  8 01:21:40 EST 2021,inference-densenet169-tigershark1-job-0,job_config_inference-densenet169-tigershark1.yaml,5
Wed Dec  8 01:21:45 EST 2021,inference-densenet121-dog1-job-0,job_config_inference-densenet121-dog1.yaml,4
Wed Dec  8 01:21:49 EST 2021,inference-resnet152-tigershark2-job-0,job_config_inference-resnet152-tigershark2.yaml,2
Wed Dec  8 01:21:52 EST 2021,inference-vgg16-snail4-job-0,job_config_inference-vgg16-snail4.yaml,4
Wed Dec  8 01:21:56 EST 2021,inference-vgg13-snail1-job-0,job_config_inference-vgg13-snail1.yaml,2
Wed Dec  8 01:21:58 EST 2021,inference-resnet152-goose2-job-0,job_config_inference-resnet152-goose2.yaml,3
Wed Dec  8 01:22:02 EST 2021,inference-densenet201-cat3-job-0,job_config_inference-densenet201-cat3.yaml,5
Wed Dec  8 01:22:07 EST 2021,inference-resnet34-snail4-job-0,job_config_inference-resnet34-snail4.yaml,0
Wed Dec  8 01:22:08 EST 2021,inference-densenet169-tigershark2-job-0,job_config_inference-densenet169-tigershark2.yaml,0
Wed Dec  8 01:22:08 EST 2021,inference-densenet201-goose4-job-0,job_config_inference-densenet201-goose4.yaml,2
Wed Dec  8 01:22:16 EST 2021,inference-resnet152-tigershark4-job-0,job_config_inference-resnet152-tigershark4.yaml,5
Wed Dec  8 01:22:21 EST 2021,inference-densenet201-hen4-job-0,job_config_inference-densenet201-hen4.yaml,4
Wed Dec  8 01:22:26 EST 2021,inference-vgg19-dog1-job-0,job_config_inference-vgg19-dog1.yaml,4
Wed Dec  8 01:22:30 EST 2021,inference-vgg19-hen3-job-0,job_config_inference-vgg19-hen3.yaml,1
Wed Dec  8 01:22:31 EST 2021,single-node-densenet121-cifar10-epochs1-batchsize32-job-0,job_config_single-node-densenet121-cifar10-epochs1-batchsize32.yaml,1
Wed Dec  8 01:22:33 EST 2021,inference-vgg19-dog2-job-0,job_config_inference-vgg19-dog2.yaml,3
Wed Dec  8 01:22:39 EST 2021,inference-vgg11-goose4-job-0,job_config_inference-vgg11-goose4.yaml,2
Wed Dec  8 01:22:41 EST 2021,inference-resnet152-tigershark3-job-0,job_config_inference-resnet152-tigershark3.yaml,5
Wed Dec  8 01:22:46 EST 2021,inference-densenet121-dog2-job-0,job_config_inference-densenet121-dog2.yaml,5
Wed Dec  8 01:22:51 EST 2021,inference-vgg19-tigershark3-job-0,job_config_inference-vgg19-tigershark3.yaml,5
Wed Dec  8 01:22:57 EST 2021,inference-resnet152-goose3-job-0,job_config_inference-resnet152-goose3.yaml,3
Wed Dec  8 01:23:00 EST 2021,inference-densenet201-dog2-job-0,job_config_inference-densenet201-dog2.yaml,3
Wed Dec  8 01:23:04 EST 2021,inference-resnet18-hen2-job-0,job_config_inference-resnet18-hen2.yaml,3
Wed Dec  8 01:23:07 EST 2021,inference-resnet50-dog1-job-0,job_config_inference-resnet50-dog1.yaml,2
